StoryID,StoryTitle,SentenceID,Word,POS Tag,Character Named Entity Tagset
0,anak_ririh,0,Pan,NNP,B-PNAME
0,anak_ririh,0,Karsa,Z,I-PNAME
0,anak_ririh,0,ajaka,CC,O
0,anak_ririh,0,pianakne,VB,B-OBJ
0,anak_ririh,0,muani,NN,I-OBJ
0,anak_ririh,0,nanggap,NN,O
0,anak_ririh,0,upah,Z,O
0,anak_ririh,0,ngae,VB,O
0,anak_ririh,0,semer,NN,O
0,anak_ririh,0,di,IN,O
0,anak_ririh,0,sisin,NN,O
0,anak_ririh,0,rurunge,Z,O
0,anak_ririh,0,gede,JJ,O
0,anak_ririh,0,.,Z,O
0,anak_ririh,1,Uli,IN,O
0,anak_ririh,1,semeng,NN,O
0,anak_ririh,1,maka,NN,O
0,anak_ririh,1,sanja,NN,O
0,anak_ririh,1,ia,PR,O
0,anak_ririh,1,ajaka,CC,O
0,anak_ririh,1,dadua,CD,O
0,anak_ririh,1,tusing,NEG,O
0,anak_ririh,1,mareren,RB,O
0,anak_ririh,1,magae,VB,O
0,anak_ririh,1,sajawaning,NN,O
0,anak_ririh,1,di,IN,O
0,anak_ririh,1,nuju,NN,O
0,anak_ririh,1,madaarne,NN,O
0,anak_ririh,1,.,Z,O
0,anak_ririh,2,Kenehne,NN,O
0,anak_ririh,2,apang,CS,O
0,anak_ririh,2,gegaene,VB,O
0,anak_ririh,2,enggal,NN,O
0,anak_ririh,2,pragat,Z,O
0,anak_ririh,2,tur,CC,O
0,anak_ririh,2,lantas,RB,O
0,anak_ririh,2,nampi,VB,O
0,anak_ririh,2,upahne,NN,O
0,anak_ririh,2,.,Z,O
0,anak_ririh,3,Telung,NN,O
0,anak_ririh,3,dina,Z,O
0,anak_ririh,3,ia,PR,O
0,anak_ririh,3,magae,VB,O
0,anak_ririh,3,tan,RB,O
0,anak_ririh,3,parerenan,VB,O
0,anak_ririh,3,semere,NN,O
0,anak_ririh,3,suba,RB,O
0,anak_ririh,3,dalem,Z,O
0,anak_ririh,3,ngantiang,VB,O
0,anak_ririh,3,pragat,NN,O
0,anak_ririh,3,.,Z,O
0,anak_ririh,4,Kendelne,DT,O
0,anak_ririh,4,tara,NNP,O
0,anak_ririh,4,bakat,NNP,O
0,anak_ririh,4,ban,NNP,O
0,anak_ririh,4,nuturang,VB,O
0,anak_ririh,4,.,Z,O
0,anak_ririh,5,Buin,NN,O
0,anak_ririh,5,awai,Z,O
0,anak_ririh,5,magae,VB,O
0,anak_ririh,5,pedas,NN,O
0,anak_ririh,5,ia,PR,O
0,anak_ririh,5,bakal,MD,O
0,anak_ririh,5,nampi,VB,O
0,anak_ririh,5,upah,Z,O
0,anak_ririh,5,liu,CD,O
0,anak_ririh,5,.,Z,O
0,anak_ririh,6,Tan,NN,O
0,anak_ririh,6,critanan,Z,O
0,anak_ririh,6,manine,NN,O
0,anak_ririh,6,semeng,Z,O
0,anak_ririh,6,semere,PR,O
0,anak_ririh,6,lakar,MD,O
0,anak_ririh,6,katampiang,VB,O
0,anak_ririh,6,teken,IN,O
0,anak_ririh,6,ane,IN,O
0,anak_ririh,6,mupahang,NN,O
0,anak_ririh,6,.,Z,O
0,anak_ririh,7,Petengne,NN,O
0,anak_ririh,7,saget,NN,O
0,anak_ririh,7,ujan,Z,O
0,anak_ririh,7,bales,JJ,O
0,anak_ririh,7,pesan,RB,O
0,anak_ririh,7,madulurang,VB,O
0,anak_ririh,7,angin,NN,O
0,anak_ririh,7,.,Z,O
0,anak_ririh,8,Apeteng,DT,O
0,anak_ririh,8,Pan,NNP,B-PNAME
0,anak_ririh,8,Karsa,Z,I-PNAME
0,anak_ririh,8,tusing,NEG,O
0,anak_ririh,8,bisa,MD,O
0,anak_ririh,8,pules,VB,O
0,anak_ririh,8,ngenehang,NN,O
0,anak_ririh,8,gegaene,NN,O
0,anak_ririh,8,.,Z,O
0,anak_ririh,9,Takut,NN,O
0,anak_ririh,9,semere,Z,O
0,anak_ririh,9,bek,NN,O
0,anak_ririh,9,kaurugin,Z,O
0,anak_ririh,9,tanah,NN,O
0,anak_ririh,9,.,Z,O
0,anak_ririh,10,Manine,NN,O
0,anak_ririh,10,nu,NN,O
0,anak_ririh,10,ruput,Z,O
0,anak_ririh,10,ia,PR,O
0,anak_ririh,10,ajaka,VB,O
0,anak_ririh,10,pianakne,NN,B-OBJ
0,anak_ririh,10,nelokin,Z,O
0,anak_ririh,10,semere,NN,O
0,anak_ririh,10,sambilang,Z,O
0,anak_ririh,10,ngaba,VB,O
0,anak_ririh,10,tambah,NN,O
0,anak_ririh,10,.,Z,O
0,anak_ririh,11,Saja,NN,O
0,anak_ririh,11,lantas,RB,O
0,anak_ririh,11,semere,VB,O
0,anak_ririh,11,bek,NN,O
0,anak_ririh,11,aji,IN,O
0,anak_ririh,11,tanah,NN,O
0,anak_ririh,11,.,Z,O
0,anak_ririh,12,Pianakne,NN,B-OBJ
0,anak_ririh,12,sedih,JJ,O
0,anak_ririh,12,mapangenan,RB,O
0,anak_ririh,12,.,Z,O
0,anak_ririh,13,Pan,NNP,B-PNAME
0,anak_ririh,13,Karsa,Z,I-PNAME
0,anak_ririh,13,masih,CC,O
0,anak_ririh,13,mapangenan,NN,O
0,anak_ririh,13,.,Z,O
0,anak_ririh,14,Makelo,NN,O
0,anak_ririh,14,ia,PR,O
0,anak_ririh,14,bengong,VB,O
0,anak_ririh,14,mangenang,NN,O
0,anak_ririh,14,kalacuran,Z,O
0,anak_ririh,14,dewekne,NN,O
0,anak_ririh,14,.,Z,O
0,anak_ririh,15,Nangingke,NN,O
0,anak_ririh,15,ia,PR,O
0,anak_ririh,15,ngalih,VB,O
0,anak_ririh,15,daya,NN,O
0,anak_ririh,15,apanga,Z,O
0,anak_ririh,15,gegaene,VB,O
0,anak_ririh,15,aluhan,NN,O
0,anak_ririh,15,.,Z,O
0,anak_ririh,16,Lantas,NN,O
0,anak_ririh,16,ia,PR,O
0,anak_ririh,16,ngomong,VB,O
0,anak_ririh,16,teken,IN,O
0,anak_ririh,16,pianakne,NN,B-OBJ
0,anak_ririh,16,.,Z,O
0,anak_ririh,17,Ih,UH,O
0,anak_ririh,17,cening,NN,O
0,anak_ririh,17,de,Z,O
0,anak_ririh,17,cai,PR,O
0,anak_ririh,17,keweh,VB,O
0,anak_ririh,17,buin,RB,O
0,anak_ririh,17,akejep,VB,O
0,anak_ririh,17,dong,NN,O
0,anak_ririh,17,ilang,NN,O
0,anak_ririh,17,tanahe,Z,O
0,anak_ririh,17,ane,CS,O
0,anak_ririh,17,ngurugin,NN,O
0,anak_ririh,17,semere,Z,O
0,anak_ririh,17,ne,CS,O
0,anak_ririh,17,.,Z,O
0,anak_ririh,18,Ditu,NN,O
0,anak_ririh,18,lantas,NN,O
0,anak_ririh,18,Pan,NNP,B-PNAME
0,anak_ririh,18,Karsa,NNP,I-PNAME
0,anak_ririh,18,ngantungan,VB,O
0,anak_ririh,18,baju,NN,O
0,anak_ririh,18,muah,CC,O
0,anak_ririh,18,capilne,VB,O
0,anak_ririh,18,ditongose,NN,O
0,anak_ririh,18,ngantungan,NN,O
0,anak_ririh,18,buka,IN,O
0,anak_ririh,18,ane,IN,O
0,anak_ririh,18,suba-suba,NN,O
0,anak_ririh,18,.,Z,O
0,anak_ririh,19,Pianakne,NN,B-OBJ
0,anak_ririh,19,masih,CC,O
0,anak_ririh,19,nuutang,NN,O
0,anak_ririh,19,tingkah,Z,O
0,anak_ririh,19,bapane,PR,O
0,anak_ririh,19,.,Z,O
0,anak_ririh,20,Buine,NN,O
0,anak_ririh,20,tambahe,Z,O
0,anak_ririh,20,ane,CS,O
0,anak_ririh,20,besikan,VB,O
0,anak_ririh,20,bantangne,NN,O
0,anak_ririh,20,tancebanga,NN,O
0,anak_ririh,20,ka,IN,O
0,anak_ririh,20,tanahe,NN,O
0,anak_ririh,20,ane,CS,O
0,anak_ririh,20,ngurugin,NN,O
0,anak_ririh,20,semere,Z,O
0,anak_ririh,20,muah,CC,O
0,anak_ririh,20,ane,CS,O
0,anak_ririh,20,lenan,VB,O
0,anak_ririh,20,pejaga,NN,O
0,anak_ririh,20,di,IN,O
0,anak_ririh,20,sisin,NN,O
0,anak_ririh,20,semere,Z,O
0,anak_ririh,20,suud,VB,O
0,anak_ririh,20,keto,NN,O
0,anak_ririh,20,lantas,RB,O
0,anak_ririh,20,kalahina,VB,O
0,anak_ririh,20,mengkeb,NN,O
0,anak_ririh,20,.,Z,O
0,anak_ririh,21,kacerita,NN,O
0,anak_ririh,21,anake,NN,B-OBJ
0,anak_ririh,21,sane,CS,I-OBJ
0,anak_ririh,21,mentas,JJ,I-OBJ
0,anak_ririh,21,ditu,RB,I-OBJ
0,anak_ririh,21,pada,MD,O
0,anak_ririh,21,ngon,VB,O
0,anak_ririh,21,ningalin,NN,O
0,anak_ririh,21,baju,NN,O
0,anak_ririh,21,muah,CC,O
0,anak_ririh,21,capil,PR,O
0,anak_ririh,21,magantung,VB,O
0,anak_ririh,21,paek,NN,O
0,anak_ririh,21,semere,Z,O
0,anak_ririh,21,tur,CC,O
0,anak_ririh,21,ane,CS,O
0,anak_ririh,21,ngelahang,VB,O
0,anak_ririh,21,tuara,NEG,O
0,anak_ririh,21,ada,VB,O
0,anak_ririh,21,.,Z,O
0,anak_ririh,22,Apa,WH,O
0,anak_ririh,22,buin,CS,O
0,anak_ririh,22,mara,JJ,O
0,anak_ririh,22,ajinanga,RB,O
0,anak_ririh,22,ada,VB,O
0,anak_ririh,22,tambah,NN,O
0,anak_ririh,22,ditu,RB,O
0,anak_ririh,22,.,Z,O
0,anak_ririh,23,Alihina,PR,O
0,anak_ririh,23,tusing,RB,O
0,anak_ririh,23,ada,VB,O
0,anak_ririh,23,kaukkaukina,NN,O
0,anak_ririh,23,tara,Z,O
0,anak_ririh,23,ada,VB,O
0,anak_ririh,23,masaut,VB,O
0,anak_ririh,23,.,Z,O
0,anak_ririh,24,Sayan,NN,O
0,anak_ririh,24,makelo,Z,O
0,anak_ririh,24,sayan,RB,O
0,anak_ririh,24,liu,JJ,B-OBJ
0,anak_ririh,24,anake,PR,I-OBJ
0,anak_ririh,24,pada,MD,O
0,anak_ririh,24,kema,VB,O
0,anak_ririh,24,tur,CC,O
0,anak_ririh,24,pada,MD,O
0,anak_ririh,24,ngenehang,VB,O
0,anak_ririh,24,anake,NN,O
0,anak_ririh,24,ane,CS,O
0,anak_ririh,24,ngae,VB,O
0,anak_ririh,24,semere,NN,O
0,anak_ririh,24,kaurugan,NN,O
0,anak_ririh,24,baan,IN,O
0,anak_ririh,24,tanah,NN,O
0,anak_ririh,24,ditu,RB,O
0,anak_ririh,24,.,Z,O
0,anak_ririh,25,Lantas,NN,O
0,anak_ririh,25,sahasa,Z,O
0,anak_ririh,25,nyemak,VB,O
0,anak_ririh,25,tambah,NN,O
0,anak_ririh,25,pada,MD,O
0,anak_ririh,25,numbegin,VB,O
0,anak_ririh,25,semere,NN,O
0,anak_ririh,25,ento,PR,O
0,anak_ririh,25,.,Z,O
0,anak_ririh,26,Tanahne,NN,O
0,anak_ririh,26,kagediang,NN,O
0,anak_ririh,26,.,Z,O
0,anak_ririh,27,Baan,NN,O
0,anak_ririh,27,liu,JJ,B-OBJ
0,anak_ririh,27,anake,PR,I-OBJ
0,anak_ririh,27,magae,VB,O
0,anak_ririh,27,buina,CS,O
0,anak_ririh,27,tanah,NN,O
0,anak_ririh,27,nu,NN,O
0,anak_ririh,27,gebuh,NN,O
0,anak_ririh,27,dadiannya,Z,O
0,anak_ririh,27,tuara,NEG,O
0,anak_ririh,27,makelo,VB,O
0,anak_ririh,27,semere,NN,O
0,anak_ririh,27,ento,PR,O
0,anak_ririh,27,suba,RB,O
0,anak_ririh,27,kedas,JJ,O
0,anak_ririh,27,buka,IN,O
0,anak_ririh,27,ibine,NN,O
0,anak_ririh,27,.,Z,O
0,anak_ririh,28,Ditu,DT,O
0,anak_ririh,28,Pan,NNP,B-PNAME
0,anak_ririh,28,Karta,NNP,I-PNAME
0,anak_ririh,28,malaib-laib,Z,O
0,anak_ririh,28,tur,CC,O
0,anak_ririh,28,ngomong,VB,O
0,anak_ririh,28,Inggih,NN,O
0,anak_ririh,28,jerone,Z,B-OBJ
0,anak_ririh,28,sareng,CC,I-OBJ
0,anak_ririh,28,sami,NND,I-OBJ
0,anak_ririh,28,tiang,PR,O
0,anak_ririh,28,nunas,VB,O
0,anak_ririh,28,pisan,RB,O
0,anak_ririh,28,ring,IN,O
0,anak_ririh,28,pitulung,NN,O
0,anak_ririh,28,jerone,Z,B-OBJ
0,anak_ririh,28,sane,CS,O
0,anak_ririh,28,paicaang,VB,O
0,anak_ririh,28,ring,IN,O
0,anak_ririh,28,tiang,PR,O
0,anak_ririh,28,.,Z,O
1,angsa_teken_kerkuak,0,Ada,WH,O
1,angsa_teken_kerkuak,0,katuturan,VB,O
1,angsa_teken_kerkuak,0,satua,NN,O
1,angsa_teken_kerkuak,0,I,DT,B-ANM
1,angsa_teken_kerkuak,0,Angsa,NN,I-ANM
1,angsa_teken_kerkuak,0,masawitra,Z,O
1,angsa_teken_kerkuak,0,teken,CC,O
1,angsa_teken_kerkuak,0,I,DT,B-ANM
1,angsa_teken_kerkuak,0,Kerkuak,NN,B-ANM
1,angsa_teken_kerkuak,0,.,Z,O
1,angsa_teken_kerkuak,1,Sadina-dina,NN,O
1,angsa_teken_kerkuak,1,I,DT,B-ANM
1,angsa_teken_kerkuak,1,Angsa,NN,I-ANM
1,angsa_teken_kerkuak,1,teken,CC,O
1,angsa_teken_kerkuak,1,I,DT,B-ANM
1,angsa_teken_kerkuak,1,Kerkuak,NN,I-ANM
1,angsa_teken_kerkuak,1,setata,MD,O
1,angsa_teken_kerkuak,1,bareng-bareng,VB,O
1,angsa_teken_kerkuak,1,ngalih,VB,O
1,angsa_teken_kerkuak,1,amah,NN,O
1,angsa_teken_kerkuak,1,kema,VB,O
1,angsa_teken_kerkuak,1,ka,IN,O
1,angsa_teken_kerkuak,1,tegale,NN,O
1,angsa_teken_kerkuak,1,.,Z,O
1,angsa_teken_kerkuak,2,Sakadi,DT,O
1,angsa_teken_kerkuak,2,isin,NNP,O
1,angsa_teken_kerkuak,2,gumine,NNP,O
1,angsa_teken_kerkuak,2,rwa,NNP,O
1,angsa_teken_kerkuak,2,bineda,NNP,O
1,angsa_teken_kerkuak,2,kaucap,NNP,O
1,angsa_teken_kerkuak,2,ada,VB,O
1,angsa_teken_kerkuak,2,jele,NN,O
1,angsa_teken_kerkuak,2,ada,VB,O
1,angsa_teken_kerkuak,2,melah,JJ,O
1,angsa_teken_kerkuak,2,patuh,NN,O
1,angsa_teken_kerkuak,2,teken,IN,O
1,angsa_teken_kerkuak,2,solah,NN,O
1,angsa_teken_kerkuak,2,I,DT,O
1,angsa_teken_kerkuak,2,Angsa,NNP,O
1,angsa_teken_kerkuak,2,ngajak,VB,O
1,angsa_teken_kerkuak,2,I,DT,O
1,angsa_teken_kerkuak,2,Kerkuak,NN,O
1,angsa_teken_kerkuak,2,matungkas,Z,O
1,angsa_teken_kerkuak,2,pisan,RB,O
1,angsa_teken_kerkuak,2,parilaksana,Z,O
1,angsa_teken_kerkuak,2,nyane,CS,O
1,angsa_teken_kerkuak,2,.,Z,O
1,angsa_teken_kerkuak,3,I,DT,B-ANM
1,angsa_teken_kerkuak,3,Angsa,NNP,I-ANM
1,angsa_teken_kerkuak,3,parilaksanannyane,NNP,O
1,angsa_teken_kerkuak,3,polos,Z,O
1,angsa_teken_kerkuak,3,jemet,JJ,O
1,angsa_teken_kerkuak,3,tur,CC,O
1,angsa_teken_kerkuak,3,wicaksana,JJ,O
1,angsa_teken_kerkuak,3,.,Z,O
1,angsa_teken_kerkuak,4,Maelenan,NN,O
1,angsa_teken_kerkuak,4,teken,CC,O
1,angsa_teken_kerkuak,4,I,DT,B-ANM
1,angsa_teken_kerkuak,4,Kerkuak,NNP,I-ANM
1,angsa_teken_kerkuak,4,bikasnyane,NNP,O
1,angsa_teken_kerkuak,4,jele,Z,O
1,angsa_teken_kerkuak,4,demen,JJ,O
1,angsa_teken_kerkuak,4,ngai,RB,O
1,angsa_teken_kerkuak,4,rusuh,Z,O
1,angsa_teken_kerkuak,4,tur,CC,O
1,angsa_teken_kerkuak,4,dayane,PR,O
1,angsa_teken_kerkuak,4,liu,JJ,O
1,angsa_teken_kerkuak,4,.,Z,O
1,angsa_teken_kerkuak,5,Sedek,NN,O
1,angsa_teken_kerkuak,5,dina,NN,O
1,angsa_teken_kerkuak,5,anu,Z,O
1,angsa_teken_kerkuak,5,I,DT,B-ANM
1,angsa_teken_kerkuak,5,Angsa,NN,I-ANM
1,angsa_teken_kerkuak,5,paling,NN,O
1,angsa_teken_kerkuak,5,ngalih,VB,O
1,angsa_teken_kerkuak,5,amah-amahan,NN,O
1,angsa_teken_kerkuak,5,sawireh,NN,O
1,angsa_teken_kerkuak,5,di,IN,O
1,angsa_teken_kerkuak,5,Tegale,NN,O
1,angsa_teken_kerkuak,5,suba,RB,O
1,angsa_teken_kerkuak,5,telah,VB,O
1,angsa_teken_kerkuak,5,amah-amahane,NN,O
1,angsa_teken_kerkuak,5,.,Z,O
1,angsa_teken_kerkuak,6,Kema,PR,O
1,angsa_teken_kerkuak,6,lantas,RB,O
1,angsa_teken_kerkuak,6,I,DT,B-ANM
1,angsa_teken_kerkuak,6,Angsa,NN,I-ANM
1,angsa_teken_kerkuak,6,ka,IN,O
1,angsa_teken_kerkuak,6,Tukad,NN,O
1,angsa_teken_kerkuak,6,Dangin,Z,O
1,angsa_teken_kerkuak,6,Desa,NN,O
1,angsa_teken_kerkuak,6,ditu,RB,O
1,angsa_teken_kerkuak,6,iya,VB,O
1,angsa_teken_kerkuak,6,nolih,NN,O
1,angsa_teken_kerkuak,6,liu,JJ,O
1,angsa_teken_kerkuak,6,ada,VB,O
1,angsa_teken_kerkuak,6,be,NN,O
1,angsa_teken_kerkuak,6,.,Z,O
1,angsa_teken_kerkuak,7,Makeneh,PR,O
1,angsa_teken_kerkuak,7,lantas,RB,O
1,angsa_teken_kerkuak,7,I,DT,B-ANM
1,angsa_teken_kerkuak,7,Angsa,NNP,I-ANM
1,angsa_teken_kerkuak,7,ngajak,VB,O
1,angsa_teken_kerkuak,7,I,DT,B-ANM
1,angsa_teken_kerkuak,7,Kerkuak,NNP,I-ANM
1,angsa_teken_kerkuak,7,kema,VB,O
1,angsa_teken_kerkuak,7,ka,IN,O
1,angsa_teken_kerkuak,7,Tukad,NN,O
1,angsa_teken_kerkuak,7,Dangin,Z,O
1,angsa_teken_kerkuak,7,Desa,NN,O
1,angsa_teken_kerkuak,7,ngalih,VB,O
1,angsa_teken_kerkuak,7,amah-amahan,NN,O
1,angsa_teken_kerkuak,7,.,Z,O
1,angsa_teken_kerkuak,8,We,NN,O
1,angsa_teken_kerkuak,8,kerkuak,NN,B-ANM
1,angsa_teken_kerkuak,8,di,IN,O
1,angsa_teken_kerkuak,8,Tegale,NN,O
1,angsa_teken_kerkuak,8,suba,RB,O
1,angsa_teken_kerkuak,8,telah,VB,O
1,angsa_teken_kerkuak,8,amah-amahane,Z,O
1,angsa_teken_kerkuak,8,miwah,CC,O
1,angsa_teken_kerkuak,8,bareng,NN,O
1,angsa_teken_kerkuak,8,ajak,Z,O
1,angsa_teken_kerkuak,8,icang,PR,O
1,angsa_teken_kerkuak,8,kema,VB,O
1,angsa_teken_kerkuak,8,ka,IN,O
1,angsa_teken_kerkuak,8,Tukad,NN,O
1,angsa_teken_kerkuak,8,Dangin,Z,O
1,angsa_teken_kerkuak,8,Desa,NN,O
1,angsa_teken_kerkuak,8,ngalih,VB,O
1,angsa_teken_kerkuak,8,amah-amahan,NN,O
1,angsa_teken_kerkuak,8,keto,NN,O
1,angsa_teken_kerkuak,8,munyine,Z,O
1,angsa_teken_kerkuak,8,I,DT,O
1,angsa_teken_kerkuak,8,Angsa,NN,O
1,angsa_teken_kerkuak,8,.,Z,O
1,angsa_teken_kerkuak,9,ia,PR,O
1,angsa_teken_kerkuak,9,jeg,UH,O
1,angsa_teken_kerkuak,9,ngepas,RB,O
1,angsa_teken_kerkuak,9,sajaan,VB,O
1,angsa_teken_kerkuak,9,basang,NN,O
1,angsa_teken_kerkuak,9,icange,PR,O
1,angsa_teken_kerkuak,9,suba,RB,O
1,angsa_teken_kerkuak,9,seduk,VB,O
1,angsa_teken_kerkuak,9,mai,NN,O
1,angsa_teken_kerkuak,9,enggalin,VB,O
1,angsa_teken_kerkuak,9,kema,RB,O
1,angsa_teken_kerkuak,9,nyaut,Z,O
1,angsa_teken_kerkuak,9,I,DT,B-ANM
1,angsa_teken_kerkuak,9,Kerkuak,NN,I-ANM
1,angsa_teken_kerkuak,9,.,Z,O
1,angsa_teken_kerkuak,10,Disubane,NN,O
1,angsa_teken_kerkuak,10,neked,NN,O
1,angsa_teken_kerkuak,10,di,IN,O
1,angsa_teken_kerkuak,10,Tukad,NN,O
1,angsa_teken_kerkuak,10,Dangin,Z,O
1,angsa_teken_kerkuak,10,Desa,NN,O
1,angsa_teken_kerkuak,10,ditu,RB,O
1,angsa_teken_kerkuak,10,lantas,RB,O
1,angsa_teken_kerkuak,10,I,DT,B-ANM
1,angsa_teken_kerkuak,10,Kerkuak,NN,I-ANM
1,angsa_teken_kerkuak,10,nolih,Z,O
1,angsa_teken_kerkuak,10,liu,JJ,O
1,angsa_teken_kerkuak,10,ada,VB,O
1,angsa_teken_kerkuak,10,be,NN,O
1,angsa_teken_kerkuak,10,pesu,Z,O
1,angsa_teken_kerkuak,10,lantas,RB,O
1,angsa_teken_kerkuak,10,daya,VB,O
1,angsa_teken_kerkuak,10,corah,Z,O
1,angsa_teken_kerkuak,10,ne,CS,O
1,angsa_teken_kerkuak,10,I,DT,B-ANM
1,angsa_teken_kerkuak,10,Kerkuak,NN,I-ANM
1,angsa_teken_kerkuak,10,yen,CS,O
1,angsa_teken_kerkuak,10,ne,CS,O
1,angsa_teken_kerkuak,10,dum,NN,O
1,angsa_teken_kerkuak,10,ajak,Z,O
1,angsa_teken_kerkuak,10,I,DT,B-ANM
1,angsa_teken_kerkuak,10,Angsa,NN,I-ANM
1,angsa_teken_kerkuak,10,sinah,NN,O
1,angsa_teken_kerkuak,10,lakar,MD,O
1,angsa_teken_kerkuak,10,bedik,VB,O
1,angsa_teken_kerkuak,10,icang,PR,O
1,angsa_teken_kerkuak,10,maan,VB,O
1,angsa_teken_kerkuak,10,ngamah,VB,O
1,angsa_teken_kerkuak,10,krana,CS,O
1,angsa_teken_kerkuak,10,basang,NN,O
1,angsa_teken_kerkuak,10,icange,PR,O
1,angsa_teken_kerkuak,10,cenik,Z,O
1,angsa_teken_kerkuak,10,jeg,UH,O
1,angsa_teken_kerkuak,10,liunan,Z,O
1,angsa_teken_kerkuak,10,I,DT,B-ANM
1,angsa_teken_kerkuak,10,Angsa,NNP,I-ANM
1,angsa_teken_kerkuak,10,maan,VB,O
1,angsa_teken_kerkuak,10,ngamah,VB,O
1,angsa_teken_kerkuak,10,krana,CS,O
1,angsa_teken_kerkuak,10,awakne,JJ,O
1,angsa_teken_kerkuak,10,gede,RB,O
1,angsa_teken_kerkuak,10,liu,JJ,O
1,angsa_teken_kerkuak,10,ngidaang,RB,O
1,angsa_teken_kerkuak,10,ngamah,VB,O
1,angsa_teken_kerkuak,10,be,NN,O
1,angsa_teken_kerkuak,10,.,Z,O
1,angsa_teken_kerkuak,11,I,DT,B-ANM
1,angsa_teken_kerkuak,11,Kerkuak,NN,I-ANM
1,angsa_teken_kerkuak,11,lantas,NN,O
1,angsa_teken_kerkuak,11,nunden,Z,O
1,angsa_teken_kerkuak,11,I,DT,B-ANM
1,angsa_teken_kerkuak,11,Angsa,NNP,I-ANM
1,angsa_teken_kerkuak,11,numanang,VB,O
1,angsa_teken_kerkuak,11,be,NN,O
1,angsa_teken_kerkuak,11,We,Z,O
1,angsa_teken_kerkuak,11,cai,PR,O
1,angsa_teken_kerkuak,11,Angsa,Z,B-ANM
1,angsa_teken_kerkuak,11,yen,CS,O
1,angsa_teken_kerkuak,11,jani,RB,O
1,angsa_teken_kerkuak,11,amah,VB,O
1,angsa_teken_kerkuak,11,bene,NN,O
1,angsa_teken_kerkuak,11,onyangan,Z,O
1,angsa_teken_kerkuak,11,sinah,NN,O
1,angsa_teken_kerkuak,11,buin,CS,O
1,angsa_teken_kerkuak,11,mani,NN,O
1,angsa_teken_kerkuak,11,poan,Z,O
1,angsa_teken_kerkuak,11,sing,NEG,O
1,angsa_teken_kerkuak,11,ada,VB,O
1,angsa_teken_kerkuak,11,buin,RB,O
1,angsa_teken_kerkuak,11,ane,CS,O
1,angsa_teken_kerkuak,11,lakar,MD,O
1,angsa_teken_kerkuak,11,amah,VB,O
1,angsa_teken_kerkuak,11,tumanang,NN,O
1,angsa_teken_kerkuak,11,bene,Z,O
1,angsa_teken_kerkuak,11,masaut,VB,O
1,angsa_teken_kerkuak,11,lantas,RB,O
1,angsa_teken_kerkuak,11,I,DT,B-ANM
1,angsa_teken_kerkuak,11,Angsa,NN,I-ANM
1,angsa_teken_kerkuak,11,ia,PR,O
1,angsa_teken_kerkuak,11,saja,VB,O
1,angsa_teken_kerkuak,11,adi,NN,O
1,angsa_teken_kerkuak,11,tumben,NN,O
1,angsa_teken_kerkuak,11,beneng,Z,O
1,angsa_teken_kerkuak,11,otak,CC,O
1,angsa_teken_kerkuak,11,caine,PR,O
1,angsa_teken_kerkuak,11,miwah,CC,O
1,angsa_teken_kerkuak,11,jani,RB,O
1,angsa_teken_kerkuak,11,punduhang,VB,O
1,angsa_teken_kerkuak,11,bene,NN,O
1,angsa_teken_kerkuak,11,.,Z,O
1,angsa_teken_kerkuak,12,I,DT,B-ANM
1,angsa_teken_kerkuak,12,Angsa,NN,I-ANM
1,angsa_teken_kerkuak,12,teken,IN,O
